IC,NNG,JKB,JKS,NP,JX,MAG,VA,EC,VV,VX,XSN,VA-I,JKO,EF,VV-I,ETM,SF,VCP,XSA-I,XSV,VCN,XR,NNB,EP,MAJ,VV-R,SL,SN,MM,ETN,JKG,NNP,XSA,JC,NR,Z_CODA,JKC,XPN,VA-R,JKQ,JKV,SSC
,경험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대처,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,연습,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,유행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,분석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,판단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,세월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대처,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,앱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,활동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,활용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대처,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,기분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,컨디션,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요새,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,실패,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,실수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정확,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정확,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,한편,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,극,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,불편,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상대방,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,판단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,도출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,예전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,가을,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,머릿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,속,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,구상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,내용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,실망,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,표현,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,표현,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,멋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,진행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소문,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,실패,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,유형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,공감대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옛날,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,드라마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,정리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,세월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,속,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,누적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,시작,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,만약,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,누적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,처음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대처,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,지금,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,데이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,대처,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부족,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,판단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,이야기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얼굴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,유추,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,멘토,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개념,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,티브이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,얼마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,유행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,부분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,머릿속,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,고민,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,단순,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,영상,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,분석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,트러블,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사위,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,친구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옛날,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,엠티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,새벽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,오빠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,설거지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,오빠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,혈액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,오빠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,오빠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,오빠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,남,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,솔선수범,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,오빠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,장남,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,경험,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,장남,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,오빠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,플러스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,마이너스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,살,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,그때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,애,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,선호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,문화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,문화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,문화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,문화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,만약,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,동호회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,동호회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,예,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,달리기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,유행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,달리기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,달리기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,유형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,다음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사물,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,자연,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,코드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,분석,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,요즘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,티냐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,중시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,중시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,아이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,서로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,내성,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,외향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,극복,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,개인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,생각,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,옛날,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,극,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,티,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,불편,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,감정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에너지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,소모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,세월,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,상황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성향,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,처음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,그때,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,에프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,사람,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,결혼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성격,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
