NNP,XSN,JKS,NNG,JX,NP,JKO,MAG,VCP,EC,VV,ETM,NNB,VA,EF,SF,MM,JKG,JKB,MAJ,EP,VX,JKC,VCN,XSV,VV-R,VA-I,VV-I,IC,SN,XSA,NR,JKQ,XR,XPN,ETN,JC,SL,XSA-I,VA-R,Z_CODA,JKV,XSM
,,,회,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친목회,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,근무,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,가성,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,회,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친목회,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,가성회,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친목회,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,전국,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,산악,,,,,,을지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,대장,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,라도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,라도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,비행기,,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,목적,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,모임,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그새,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,당시,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,전,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,지마는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,계도,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,돈,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,은데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,돈,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,계,,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,계,,,,,,면서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,요즘,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,요즘,,,,,,면은,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,계,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,나이,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얘기,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,관광,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,관광,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,산악회,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,관광,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,모임,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,관광,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,버스,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,당시,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친구,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얘기,,,,,,도록,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얘기,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얘기,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사람,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,추억,,,,,,지만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,당시,,,,,,든,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,카메라,,,,,,든,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,당시,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,핸드폰,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,게끔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,면서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,,,나,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,앨범,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,,,더라고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,추억,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,다고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,요즘,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,핸드폰,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,핸드폰,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,카메라,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,핸드폰,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,카메라,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,은데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,카메라,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,생각,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이제,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,핸드폰,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,핸드폰,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,핸드폰,,,,,,든지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,연락,,,,,,으라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,요즘,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,연락,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,불안,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,불안,,,,,,려고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,핸드폰,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얘기,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얘기,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여기저기,,,,,,다고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,딸,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,딸,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아빠,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아빠,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,전,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얘기,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아빠,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,다가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얼마,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,시간,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,시간,,,,,,려고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,호텔,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,온천,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,호텔,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,숙소,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,해,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,곶감,,,,,,다가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,온천,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,온천,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,차,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,밤,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,밤,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,발,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,온천,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,물,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,관광객,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,관광객,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,장소,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,처음,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,아침,,,,,,다가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,저녁,,,,,,ᆫ데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,문,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형수,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,옛날,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,ᆫ데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,누,,,,,,러,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,동네,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사람,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이야기,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집사람,,,,,,어도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,소리,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,들통,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,방법,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,방법,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집사람,,,,,,ᆫ가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,남자,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,길,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,가족,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집사람,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,말,,,,,,으니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,말,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얘기,,,,,,다고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,일,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,오해,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이번,,,,,,라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,안면,,,,,,더라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,터널,,,,,,ᆫ다고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,터널,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,해저,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,터널,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,도로,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,통과,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,비,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,통과,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,비,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,차,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,ᆫ다고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사진,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,콘도,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친구,,,,,,는지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친구,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친구,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친구,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,콘도,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,집,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,콘도,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,날,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,전체,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,가족,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친구,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,가족,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부부,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,동반,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,시간,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,기회,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여행,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,혼자,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,가족,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,노래,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,노래방,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,노,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,노래방,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,노래,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,술,,,,,,더라도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사람,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,술,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,때,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,제일,,,,,,더니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,제일,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친구,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부인,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,총각,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,총각,,,,,,어서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,선생,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,총각,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,뒤,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,뒷모습,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,야,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,총각,,,,,,려면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,선생,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,총각,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,선생,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,별명,,,,,,지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,앞,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,형,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,우리,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,타입,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,타입,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,남,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,나이,,,,,,면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,주변,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사람,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,사람,,,,,,든지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,건강,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,건강,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,활동,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,건강,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,남,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이번,,,,,,어야,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이번,,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,경비,,,,,,다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,회,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,우럭,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,낙지,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,전복,,,,,,으면,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친목회,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친목회,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,돈,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친목회,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,돈,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,그때,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친목회,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,돈,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,얼마,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,이번,,,,,,더니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,개인,,,,,,냐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부담,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,개인,,,,,,더라도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,부담,,,,,,니까,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,콘도,,,,,,지만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,공짜,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,공짜,,,,,,는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,친구,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,콘도,,,,,,어도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,여름,,,,,,던데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,풀장,,,,,,어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,밑,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,산,,,,,,게,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,저수지,,,,,,고,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
